,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.07424428547553377,0.06302864209826232,0.059278793113892184,0.06465730005823463,0.0742428894652431,0.06694893024011112,0.06944196491986757,0.0694403095562741,0.059279725768539945,0.06465624433708819,0.06686620579645008,0.06944255459000608,0.06686712488032852,0.06465577726215044,0.06694925243801805
1,0.06320276494436983,0.07043901816623609,0.06320266907631925,0.06575810372451486,0.06575864885661319,0.07228637218336428,0.07043751454634484,0.07275333549806394,0.06320276118453103,0.06320300271176273,0.06575830909105147,0.06729314666293862,0.06320284901666166,0.06575874359841327,0.06774276073881494
2,0.06403663132134989,0.0640364863106509,0.06787533605117127,0.06403544356986501,0.06731717721918826,0.07205278402945887,0.06731705506590352,0.06403631214527793,0.06907621783523471,0.06907613685216554,0.06403638230396894,0.06403535055333867,0.06787557708557578,0.06787607124680405,0.06731703841004673
3,0.0643734218970885,0.06437271562157557,0.06437341535784466,0.06760613078799292,0.07109865294732151,0.06437215280298515,0.0749842257686068,0.06437327668919914,0.06682977499856106,0.06682929623036793,0.06760597395049203,0.06437245496916356,0.06682923720428727,0.06760660259690555,0.06437266817760846
4,0.06420186686456354,0.06420075633412471,0.0642015156990735,0.06853025443336304,0.06420055031098368,0.06647531177261286,0.06603381116616372,0.06420140887919912,0.06603405767660071,0.07236905943506004,0.07237094632208178,0.06420187198560598,0.07457677268897485,0.06420040399607445,0.06420141243551805
5,0.06446391459267566,0.0644631509278149,0.06446410548520853,0.06446338971082446,0.06446386259807707,0.0669487767552324,0.072547180919309,0.06446162665481421,0.064462587191071,0.07254731618561767,0.06586805982299805,0.06586796323196863,0.0644639702458009,0.06586884980649366,0.07464524587209402
6,0.06536401019227434,0.06536319643790796,0.06536399032130905,0.06536238646231542,0.06714638538091583,0.06536319540400631,0.06536274956796417,0.06802915944576314,0.06536282694083789,0.06802886925016761,0.06535898240591148,0.06802852321226001,0.06536220955027745,0.07335630265709336,0.06714721277099599
7,0.06571638423930945,0.06571559174863016,0.06571416251151657,0.06571616738527035,0.06571440435137492,0.06571251952068889,0.06571039191325388,0.06714357011562501,0.06904626429460675,0.0690465668535169,0.06714289590906491,0.06571436002854392,0.06904754118931701,0.06571485701802429,0.06714432292125698
8,0.0650659238690956,0.06506530873832526,0.06506562813356895,0.06506333805382858,0.06506312793481134,0.07140388161004445,0.06505955115323608,0.06694549187389467,0.06694379099815469,0.06970556274666942,0.06694538857057275,0.0650621971646144,0.0678428510791915,0.06506445499774398,0.06970350307624845
9,0.0653546782977584,0.06535401630007406,0.06535166221041368,0.06535179657362236,0.06535411456661593,0.06689336919100418,0.06534805131932889,0.0668923643546012,0.06689243251462572,0.07116948232760036,0.065350796635607,0.06922136019723481,0.06689319525097091,0.06535190049644618,0.0692207797640963
10,0.0664998671939231,0.06649956733010257,0.06649865079479547,0.06649820707619901,0.06560424020891106,0.06649953420863654,0.06649673610933206,0.06837588915356368,0.06560295932956633,0.07161273934623438,0.0664988660393341,0.06560422657053205,0.0656068819396429,0.06560426652301113,0.06649736817621572
11,0.06591895999158749,0.06582479810308052,0.06591814809263291,0.06582342401791122,0.06591699290187004,0.06999369323962312,0.06591756194224759,0.06582476174852024,0.06582295107384724,0.06591771576479864,0.06591769018961037,0.06946427365665254,0.06591848357800437,0.06582495152885037,0.0699955941707633
12,0.06568496623623767,0.06568253899112461,0.06589659506166427,0.06568444716031198,0.06568387682626277,0.0658971828335946,0.06589627525422591,0.06568393264470303,0.06961700630004214,0.06589540534480141,0.06589537729713026,0.06703029224419216,0.0696177511006694,0.07015017279016257,0.06568417991487728
13,0.0698421909626429,0.06574819834612378,0.06606554021505867,0.06606655754291986,0.06574791344846552,0.067784262851617,0.06574796767537645,0.06574708774226827,0.06778522697787075,0.06574870942162199,0.06574736460495975,0.06574866457279555,0.06778458419196927,0.0660670403290555,0.06836869111725477
